,LOCATION,TIME,PC_HEALTHXP,PC_GDP,USD_CAP,TOTAL_SPEND,Core inflation,Core inflation index,"Gross domestic product per capita, volume",Real net disposable income of households and non-profit institutions serving households,Unemployment rate
1029,NLD,2012,8.173,0.861,390.837,6548.46,,,39860.9967173978,314749586144.232,6.82040454449895
1030,NLD,2013,7.668,0.812,377.565,6344.77,,,39711.6757914782,311657690681.704,8.21277946578388
1031,NLD,2014,7.518,0.794,370.976,6256.51,,,40134.5389860658,317181494009.487,8.33781406920687
1032,NLD,2015,7.732,0.798,380.966,6453.53,,,40738.9020070838,322818963191.999,7.89523835452343
1033,NLD,2016,7.707,0.793,392.751,6688.67,,,41391.5443335291,330176887504.271,7.00831049980557
1034,NLD,2017,7.583,0.767,398.395,6825.02,,,42382.4645379721,333391590558.325,5.87327784156143
1035,NLD,2018,7.379,0.739,404.562,6971.26,,,43110.608170845,342203143675.823,4.87541012680676
1036,NLD,2019,7.299,0.74,411.939,7145.03,,,43643.2401268377,350405343746.289,4.43559305748453
1037,NLD,2020,6.887,0.772,426.507,7438.92,,,41714.7689485151,358694822275.729,4.86502469908858
1038,NLD,2021,6.767,0.764,456.017,7995.37,,,44066.1609536303,367100132487.666,4.22272821362037
1039,NLD,2022,7.016,0.716,472.093,8356.51,,,45557.6455967915,374340514558.739,3.52760865354655
1040,NOR,1970,8.564,0.342,13.208,51.19,,,,,
1041,NOR,1971,7.933,0.338,14.239,55.58,,,239906.774232744,,
1042,NOR,1972,7.166,0.332,14.915,58.66,,,250202.358867949,,1.60971165412936
1043,NOR,1973,7.057,0.338,16.755,66.36,,,259397.827679943,,1.48900884655914
1044,NOR,1974,7.236,0.346,19.766,78.77,,,268644.336729039,,1.38485821293513
1045,NOR,1975,7.103,0.369,23.276,93.27,,,281136.510588603,357787009735.272,2.17239765435092
1046,NOR,1976,6.876,0.366,25.372,102.15,,,296215.221367073,389879121301.109,1.71632632977157
1047,NOR,1977,6.355,0.353,26.816,108.42,,,307557.306756486,410434961570.88,1.40226867684164
1048,NOR,1978,5.545,0.338,27.906,113.26,,,317029.563932003,550645986381.21,1.74428610922077
1049,NOR,1979,5.787,0.322,30.409,123.84,,0.23623122661158,329754.480726737,548538248181.377,1.87993928902179
1050,NOR,1980,11.023,0.596,67.039,273.9,10.372753756821,0.260734910044717,343708.516886931,566649441317.13,1.60436837270038
1051,NOR,1981,10.847,0.59,73.48,301.25,12.3122183724179,0.29283716154255,348009.512195123,582008037189.657,1.93405444580782
1052,NOR,1982,10.88,0.614,80.154,329.82,10.6467219325297,0.324014719847098,347556.743620899,582696717688.149,2.56689072482583
1053,NOR,1983,10.673,0.621,86.599,357.52,8.69031825100652,0.352172630181918,360227.470930233,590775668205.324,3.31457959775963
1054,NOR,1984,10.941,0.599,91.848,380.26,6.02805538941027,0.373401791395627,380922.705314009,611785040700.928,3.05347997090184
1055,NOR,1985,10.661,0.584,96.851,402.18,5.82002524356462,0.395133869914775,400817.962918372,623922772941.015,2.48860511476889
1056,NOR,1986,10.51,0.622,101.53,423.11,7.67460329264906,0.425458826905626,415618.430525559,635847113712.193,1.90469792300584
1057,NOR,1987,10.322,0.635,107.108,448.45,9.31205773864745,0.46507779852125,420886.075949368,632081257278.211,2.01769629597932
1058,NOR,1988,7.712,0.485,83.498,351.48,6.60897546515449,0.4958146761194,417617.961511048,635583205404.835,3.11806913711685
1059,NOR,1989,8.141,0.498,90.746,383.57,4.76598765930548,0.519445142396276,420157.085403359,648031398651.689,4.74661685796297
1060,NOR,1990,7.659,0.542,104.245,442.15,3.92457844670936,0.539831174497239,426862.060834709,660528498575.1,5.04626913639883
1061,NOR,1991,7.799,0.573,115.539,492.4,3.49441405287709,0.558695110920682,437860.394181136,681646686363.675,5.29803930990003
1062,NOR,1992,7.903,0.593,123.026,527.34,2.58787571348905,0.573153446008649,450971.535230985,710254548958.52,5.72261284476573
1063,NOR,1993,10.101,0.745,162.161,699.24,2.90976864984449,0.589830885296112,461006.261595548,738917619943.278,5.76437290685199
1064,NOR,1994,9.282,0.677,155.02,672.26,1.54636272186424,0.598951810228373,481519.48351395,757306846727.011,5.23243621899509
1065,NOR,1995,9.514,0.692,168.364,733.93,2.40390604624957,0.613350049008574,498998.623537509,778362170936.396,4.71957362843935
1066,NOR,1996,9.653,0.694,186.204,815.82,2.59381891771147,0.629259238611551,521456.060260215,808688007611.59,4.65287025386372
1067,NOR,1997,9.633,0.746,211.798,933.0,2.02506527084243,0.642002148916241,546021.33938706,841039326636.057,3.88020548693846
1068,NOR,1998,9.592,0.808,227.099,1006.38,2.46394831539665,0.657820750049273,557303.768900926,889758362584.797,3.10010764262648
1069,NOR,1999,9.601,0.809,241.838,1079.06,2.22766654001981,0.672474802791428,564899.372478709,915241775779.593,3.00042863266181
1070,NOR,2000,10.212,0.787,285.304,1281.29,2.38779070660365,0.688532093636733,579879.091516366,949997717462.302,3.24468085106383
1071,NOR,2001,9.993,0.8,293.627,1325.36,3.1575517597966,0.710272850876124,588850.465219318,944849651295.112,3.38767732373491
1072,NOR,2002,10.057,0.903,340.848,1546.82,1.9630808646173,0.724216081298245,593804.980167475,1024621809144.61,3.70019972668979
1073,NOR,2003,9.877,0.908,340.564,1554.63,0.981592758585321,0.731324933908779,595870.536692223,1071019506990.76,4.22060835701505
1074,NOR,2004,10.062,0.885,367.833,1689.06,0.404466302313166,0.734282896826854,616148.301393729,1107558711838.41,4.29216077237905
1075,NOR,2005,9.662,0.802,361.461,1671.14,1.40082899277028,0.744568944534558,628449.924291586,1198605123665.91,4.53219420712648
1076,NOR,2006,9.232,0.728,366.17,1706.6,1.0005583457626,0.752018791249055,638669.384252307,1119383650781.69,3.58375634517766
1077,NOR,2007,8.579,0.688,369.924,1742.03,1.41296903267739,0.762644583889319,650580.590358887,1183278328891.29,2.71340859576154
1078,NOR,2008,7.95,0.629,366.041,1745.36,2.47409781475697,0.781513156873687,645626.468120806,1221681154282.83,2.91374170593326
1079,NOR,2009,7.606,0.687,355.65,1717.34,2.4157791881535,0.800392789070123,625101.884448126,1263179425809.91,3.45423143350604
1080,NOR,2010,7.653,0.678,365.574,1787.38,1.58710121758057,0.813095832770882,622289.629781141,1298765241558.35,3.93896041964711
1081,NOR,2011,7.998,0.699,397.13,1967.02,1.17476465398521,0.822647795217301,621040.379567939,1355179246946.69,3.54890332297844
1082,NOR,2012,7.733,0.674,402.861,2021.79,1.39323410328031,0.834109204850152,629531.380753138,1415573402520.81,3.47544022242818
1083,NOR,2013,7.589,0.673,416.312,2114.71,1.67382609125625,0.848070742350504,628292.322834645,1472547575843.25,3.93664744117916
1084,NOR,2014,7.49,0.695,427.469,2196.01,2.29952016683747,0.867572300099902,634046.525209267,1507332845430.23,3.78216201472861
1085,NOR,2015,7.676,0.773,439.572,2280.77,2.66288972175203,0.89067479370803,639227.552986513,1586834982694.71,4.67448732873646
1086,NOR,2016,7.566,0.797,446.702,2338.27,3.26333209693042,0.919740470130373,640991.78762414,1562107322530.96,4.89722966934763
1087,NOR,2017,7.636,0.781,476.049,2512.1,1.69668003642289,0.935345523073977,651681.068789086,1593209087786.82,4.37315171610359
1088,NOR,2018,7.307,0.728,474.604,2521.06,1.75514608749045,0.951762203426727,652753.576807228,1607572066444.06,4.01978973407545
1089,NOR,2019,6.995,0.73,453.009,2422.65,2.34081948080502,0.974041238495479,655645.474943903,1640212076443.66,3.87542647187473
1090,NOR,2020,7.182,0.808,472.666,2542.69,2.66505774895295,1.0,643535.043688417,1658236000000.0,4.74115391319505
1091,NOR,2021,7.29,0.723,513.409,2776.68,1.659752444808,1.01659752444808,665036.98224852,1718542043703.9,4.43697768587921
1092,NZL,1971,11.429,0.572,25.961,74.07,11.0255017429037,0.0820554267454837,,,0.275396242388933
1093,NZL,1976,10.638,0.644,43.188,134.34,16.0744453781108,0.141578510631295,,,0.429551061566219
1094,NZL,1980,11.865,0.684,59.362,184.79,16.1297992219996,0.234999153571067,,,2.66859575477012
1095,NZL,1981,10.843,0.62,61.063,190.82,15.2479543070166,0.270831717129459,,,3.48878935227986
1096,NZL,1982,11.429,0.658,68.07,214.84,17.1960124586336,0.317403972948972,,,3.75129780505119
1097,NZL,1983,11.962,0.671,75.853,242.68,8.36749067285202,0.343962720780739,,,5.5085706387002
1098,NZL,1984,12.433,0.66,80.094,258.47,6.1641332414281,0.365165041190505,,,4.68839895989705
1099,NZL,1985,13.308,0.65,80.634,261.83,15.3736135756592,0.42130410353653,,,3.69741756910499
1100,NZL,1986,14.491,0.73,96.564,313.48,14.9925728276651,0.484468428085186,,58676804925.0905,4.18824922302797
1101,NZL,1987,14.699,0.819,112.83,369.45,16.7151525230784,0.565448064765785,,62475532944.6147,4.20353982300885
1102,NZL,1988,14.213,0.865,125.741,412.86,6.76335650693203,0.603691333247443,,63835763671.7511,5.78450472051551
1103,NZL,1989,14.344,0.895,136.465,450.23,5.31227470230654,0.635761075223564,,64208911940.6915,7.31447688564477
1104,NZL,1990,13.751,0.916,140.639,468.3,5.89791098905865,0.673257697543332,,63522432857.3663,7.97481636935992
1105,NZL,1991,14.071,0.999,150.424,525.75,2.96104557481215,0.693193164803521,30944.1766266366,64043739941.8905,10.6175033318525
1106,NZL,1992,14.218,1.028,159.495,563.29,1.14613189704849,0.701138072773494,30931.9067246344,61633836599.4064,10.6536815700162
1107,NZL,1993,14.854,1.03,174.078,621.84,1.26868367575848,0.710033297047299,32030.8490460783,62805475958.3494,9.80878703838856
1108,NZL,1994,15.806,1.099,197.089,713.46,2.30331319403074,0.726387587660201,33790.4468412942,64365713418.7406,8.33570412517781
1109,NZL,1995,14.775,1.027,193.03,709.08,4.31873092950027,0.757758313076533,34659.1340161491,68413089567.1397,6.4632454923717
1110,NZL,1996,14.541,1.002,195.076,728.02,2.42418174848934,0.776127751799795,35414.8320123823,71759910558.3826,6.30048465266559
1111,NZL,1997,14.355,1.019,203.749,770.44,0.949755853218027,0.783499070550963,36050.2096463701,74573670315.4777,6.85204896221394
1112,NZL,2004,10.767,0.851,223.715,914.44,1.97203325551514,0.891561656495905,42974.1789188794,94865818755.5739,4.00996559496975
1113,NZL,2005,10.697,0.885,234.745,970.41,2.72051133615092,0.915816692429651,43521.6972034716,97632785220.8387,3.82217090069284
1114,NZL,2006,11.308,0.977,275.817,1154.18,2.68217272617892,0.940380477975793,44107.7513284247,101602706184.784,3.85656292286874
1115,NZL,2007,10.394,0.866,264.084,1115.44,1.8060591693705,0.957364305825245,45397.4925034826,108293636809.816,3.60200111172874
1116,POL,2002,29.509,1.79,228.42,8732.58,2.90444475451554,0.831331360463825,28399.0622545379,753805945325.275,20.6637014450793
1117,POL,2003,31.574,1.88,246.776,9427.97,0.713285178250655,0.837261123840163,29440.6933944065,759277237396.112,20.3643188453649
1118,POL,2004,31.0,1.819,259.635,9913.44,1.81535191866721,0.85246035971605,30873.6810748619,755493291068.784,19.6706323792769
1119,POL,2005,29.762,1.728,248.394,9480.07,1.29549640159356,0.863503953001183,31951.2026456105,759248347338.286,18.3971126647342
1120,POL,2006,28.819,1.672,260.35,9930.08,0.680051265396345,0.869376222560315,33959.6614149275,795411805643.352,14.3488638143122
1121,POL,2007,26.54,1.559,278.92,10632.59,0.97499999999988,0.877852640730277,36375.805301287,832971169372.645,9.95445019898876
1122,POL,2008,24.605,1.569,300.86,11470.52,2.29429726830077,0.897993189886258,37876.5240832538,871023662534.068,7.37915624094283
1123,POL,2009,24.574,1.619,322.516,12304.5,2.61395724082297,0.921466347895387,38827.5784112465,922896907502.932,8.46598932581962
1124,POL,2010,24.333,1.574,346.358,13176.43,1.54886390439506,0.935738607549086,39985.7050133707,965767071220.619,9.97566909962925
1125,POL,2011,24.148,1.518,361.408,13756.36,2.26850418086094,0.956965876983267,42008.4254788974,969330724188.067,9.93356627626233
1126,POL,2012,22.255,1.394,351.322,13372.43,2.04406086759028,0.976526841990874,42695.2639227695,982088543951.11,10.4126786270756
1127,POL,2013,21.704,1.406,362.625,13794.33,1.20186957489425,0.988263420995438,43093.3094384707,988613476637.606,10.6080321760216
1128,POL,2014,21.468,1.357,362.176,13766.94,0.733084084744493,0.995508222850107,44733.7880677684,1044616554400.52,9.18335856099476
1129,POL,2015,21.213,1.359,385.842,14656.75,0.451204424714163,1.0,46687.8559355091,1075078397125.87,7.60869565217392
1130,POL,2016,20.983,1.379,411.073,15608.48,-0.188364848221201,0.998116351517788,48174.4736773623,1137720376302.81,6.22875057033101
1131,POL,2017,20.331,1.338,419.371,15925.54,0.704072004065016,1.00514380931682,50690.6563947739,1179023855039.56,4.92118472422007
1132,POL,2018,20.794,1.313,438.06,16635.22,0.756811301715177,1.01275085126422,53677.4451357614,1227071938752.09,3.91925392515641
1133,POL,2019,19.699,1.273,439.759,16695.66,1.88139351884968,1.031804680142,56070.3589850467,1282034742001.22,3.33917329849151
1134,POL,2020,19.735,1.282,451.159,17098.51,3.84777418901861,1.07150619430559,54977.0402044115,1335999517721.0,3.22518116482271
1135,POL,2021,19.004,1.224,479.358,17727.41,4.05679513184531,1.1149750054336,59032.0999947592,1304173374352.3,3.33638091920996
1136,PRT,1970,14.226,0.322,6.345,55.08,,,,,
1137,PRT,1977,20.706,0.846,32.726,309.45,,,,,8.43026463905115
1138,PRT,1978,24.23,1.021,43.584,416.59,,,,,9.19713164535731
1139,PRT,1979,25.041,1.026,47.875,462.53,,,,,9.45025879847205
1140,PRT,1980,20.977,1.005,53.603,523.5,,,,,9.23654663331101
1141,PRT,1981,19.472,0.978,56.307,554.7,,,,,8.93555375477796
1142,PRT,1982,18.984,0.965,59.903,593.74,,,,,8.78616892777948
1143,PRT,1983,20.083,0.969,62.09,618.28,,,,,8.93109473005966
1144,PRT,1984,20.577,1.019,64.674,646.5,,,,,9.59373038273612
1145,PRT,1985,25.954,1.393,96.461,966.89,,,,,9.70068314837876
1146,PRT,1986,23.01,1.365,106.653,1070.02,,,,,9.6257777723606
1147,PRT,1987,25.339,1.462,125.428,1258.05,,,,,8.16074450397241
1148,PRT,1988,23.255,1.397,133.84,1341.02,,,,,6.84397684970015
1149,PRT,1989,24.267,1.344,140.35,1404.2,,,,,6.13335006664189
1150,PRT,1990,25.305,1.396,159.532,1592.64,,,,,5.76983269250884
1151,PRT,1991,24.786,1.497,181.97,1812.46,,,,,5.22489642405551
1152,PRT,1992,25.336,1.568,200.361,1994.09,,,,,5.03666384814698
1153,PRT,1993,26.203,1.691,215.912,2151.49,,,,,6.42866889256956
1154,PRT,1994,26.03,1.673,224.556,2243.66,,,,,7.75665242112526
1155,PRT,1995,24.275,1.748,245.113,2457.55,,,14474.8098980671,,8.05750392287239
1156,PRT,1996,24.626,1.835,267.414,2691.24,,,14925.9193751925,,8.15824205690403
1157,PRT,1997,24.72,1.833,282.889,2859.72,,,15513.2686714809,,7.65135619639233
1158,PRT,1998,24.15,1.783,288.408,2930.28,,,16177.2067478987,,5.90719686035692
1159,PRT,2000,21.566,1.855,354.319,3645.91,,,17230.6917462755,,4.87200306391842
1160,PRT,2001,22.192,1.915,379.443,3932.06,,,17442.198172291,,4.85323735480438
1161,PRT,2002,22.255,1.955,409.288,4264.63,,,17480.6805443587,,5.83026727922747
1162,PRT,2003,22.043,2.011,423.655,4430.93,,,17253.1104906873,,7.08758944589239
1163,PRT,2004,22.096,2.106,460.771,4830.66,,,17519.6776962772,,7.44365844928119
1164,PRT,2005,21.904,2.114,478.311,5023.86,,,17624.0424438034,,8.3942473023312
1165,PRT,2006,22.131,2.07,495.923,5218.24,,,17878.0984195471,,8.45829733052268
1166,PRT,2007,21.985,2.034,505.755,5332.16,,,18290.2457554776,,8.77282486057782
1167,PRT,2008,20.936,2.006,512.518,5411.26,,,18322.2215908015,,8.36428456761235
1168,PRT,2009,19.966,2.023,501.813,5303.28,,,17733.3914006169,,10.2281553554893
1169,PRT,2010,19.215,1.928,495.787,5242.01,,,18033.1701203999,,11.5549456317905
1170,PRT,2011,18.315,1.782,450.09,4751.85,,,17753.3239562022,,13.4448075563629
1171,PRT,2012,17.091,1.65,413.738,4350.39,,,17102.3515425876,,16.5161143670379
1172,PRT,2013,16.062,1.511,402.222,4206.15,,,17037.7281898769,,17.0915472184864
1173,PRT,2014,15.89,1.485,403.211,4193.82,,,17265.4881695205,,14.5354135165176
1174,PRT,2015,15.883,1.48,418.613,4336.03,,,17647.8530811635,,12.938544914105
1175,PRT,2016,15.428,1.449,434.328,4484.63,,,18061.0925378916,,11.4517015641397
1176,PRT,2017,15.013,1.397,436.34,4494.43,,,18740.1131035018,,9.15095086379203
1177,PRT,2018,14.676,1.381,459.974,4730.29,,,19305.004570295,,7.19441439669579
1178,PRT,2019,14.775,1.406,476.286,4899.2,,,19818.0937752156,,6.63646537358222
1179,PRT,2020,15.64,1.65,524.715,5403.03,,,18154.0289984559,,6.9762348045121
1180,PRT,2021,14.583,1.624,558.506,5787.14,,,19200.2665475103,,6.70148167326985
1181,ROU,2003,20.503,1.101,89.719,1935.63,,,18846.9466315818,,8.99795031045058
1182,ROU,2004,27.014,1.48,142.581,3058.61,,,20931.1970762428,,10.2690029109503
1183,ROU,2005,28.29,1.564,153.445,3271.4,,,22044.1216960675,,9.18147260767828
1184,ROU,2006,27.979,1.419,161.701,3427.05,,,23955.4915953996,,9.23210887129378
1185,ROU,2007,26.556,1.334,181.785,3796.21,,,26070.6709483034,,8.19098710813496
1186,ROU,2008,25.837,1.298,215.627,4428.52,,,28976.0758794129,,7.22303652869246
1187,ROU,2009,24.846,1.311,209.121,4259.27,,,27606.4051250427,,8.40347343241984
1188,ROU,2010,24.73,1.395,242.137,4902.52,,1.0,26687.4913566588,,9.01211473780946
1189,ROU,2011,38.451,1.721,320.393,6455.13,3.67087555788099,1.03670875557881,28030.2427180129,,9.10128268539834
1190,ROU,2012,36.404,1.641,323.816,6495.11,2.54442888341795,1.06308707259268,28694.4135097492,,8.68847469940644
1191,ROU,2013,39.231,2.05,406.056,8114.5,1.86611204116306,1.08292546846238,28874.7786873478,,8.99494698083897
1192,ROU,2014,35.293,1.775,369.803,7362.4,0.194885056464378,1.08503592837306,30173.6604665993,,8.59020316518447
1193,ROU,2015,33.431,1.652,363.502,7203.02,-1.74230505611884,1.06613129253231,31275.2235492944,,8.39808755028839
1194,ROU,2016,31.075,1.579,388.742,7659.1,-1.35065538559113,1.05173153281225,32358.0132768916,,7.18981986269821
1195,ROU,2017,25.966,1.347,367.124,7191.49,1.49293512450129,1.06743320228106,35213.0334768716,,6.09714342763222
1196,ROU,2018,24.678,1.362,409.492,7974.43,2.77226800762736,1.09702531145069,37545.0783829061,,5.25027710156019
1197,ROU,2019,25.773,1.473,475.315,9207.63,3.17225156100551,1.13182571401781,39171.9083459359,,4.88730010736723
1198,ROU,2020,24.792,1.544,508.626,9798.81,3.658427857359,1.17323274123619,37975.6526775258,,6.07352163717142
1199,ROU,2021,23.886,1.548,569.563,10891.22,4.54721833596441,1.22658219556922,40444.1371305481,,5.5962540499269
1200,SVK,1999,34.81,1.926,229.096,1236.21,,,,27988127832.1838,16.3531327239201
1201,SVK,2000,34.69,1.839,239.524,1290.73,,,,28458714168.6309,18.7570064556032
1202,SVK,2001,34.657,1.848,263.001,1414.65,,,,29289397785.5375,19.3025288317216
1203,SVK,2002,37.564,2.07,326.289,1754.43,,,,30651242143.2521,18.6276947797311
1204,SVK,2003,40.239,2.192,352.728,1895.34,,,,30687343268.21,17.50088138048
1205,SVK,2004,34.185,2.212,376.255,2021.35,,,,32748106509.219,18.1332101128787
1206,SVK,2005,33.282,2.193,396.543,2130.55,,,,34044291207.4992,16.1692389166289
1207,SVK,2006,31.128,2.132,417.939,2245.61,,,,35522452895.6345,13.3109208878342
1208,SVK,2007,29.372,2.108,465.38,2501.24,,,,38623154976.721,11.0168451847308
1209,SVK,2008,30.159,2.098,508.8,2736.95,,,,41042193051.5094,9.5663644470868
1210,SVK,2009,29.429,2.339,532.417,2867.81,,,,41732203078.9975,12.0512272418889
1211,SVK,2010,29.198,2.238,587.244,3166.08,,,,42734728184.4866,14.3728062072788
1212,SVK,2011,28.72,2.096,567.145,3061.67,,,13479.1967850588,41496671435.7373,13.6056642847814
1213,SVK,2012,26.544,2.0,556.726,3010.54,,,13636.4080128459,41184648360.3848,13.9480320342881
1214,SVK,2013,26.535,1.989,571.491,3093.71,,,13705.5560469854,40770228441.7228,14.2167920376388
1215,SVK,2014,27.029,1.861,543.317,2944.04,,,14060.7893196692,41741249455.4901,13.1783444170923
1216,SVK,2015,26.866,1.817,553.2,3000.45,,,14777.0157660628,43994861581.3701,11.47630786086
1217,SVK,2016,26.594,1.854,542.415,2945.75,,,15040.8040872033,45512739579.7781,9.64513936097892
1218,SVK,2017,26.39,1.783,521.065,2834.19,,,15461.1192763151,47135514632.692,8.13079701595475
1219,SVK,2018,25.513,1.701,512.545,2791.72,,,16061.7525407933,50411385964.7551,6.53539436311995
1220,SVK,2019,24.439,1.691,516.996,2819.77,,,16443.2647796431,51364485330.4395,5.75349961242077
1221,SVK,2020,23.721,1.691,504.235,2752.53,,,15873.6509843999,51519605485.6751,6.68798613927094
1222,SVK,2021,21.047,1.631,530.716,2890.94,,,16694.5459065293,52043782271.1905,6.82641049433255
1223,SVN,2002,22.091,1.772,383.621,765.14,,,14896.0049342567,18184629514.7212,6.36909799861829
1224,SVN,2003,21.213,1.718,378.946,756.28,,,15327.3926928013,18238289452.9843,6.73848091789322
1225,SVN,2004,21.234,1.686,394.479,787.78,,,15987.5906950034,18716193638.4582,6.34983079281751
1226,SVN,2005,21.305,1.704,404.794,809.78,,,16565.4172149021,19617485408.4617,6.56738340557675
1227,SVN,2006,21.146,1.654,420.082,843.05,,,17455.9555110746,20148321904.0223,6.00365001661042
1228,SVN,2007,20.077,1.508,414.8,837.12,,,18572.5027894386,21045334384.8784,4.86343215285541
1229,SVN,2008,19.07,1.498,438.139,885.62,,,19194.8276385628,21602168900.9975,4.4135284291023
1230,SVN,2009,19.75,1.687,447.479,912.71,,,17574.7915749929,21399765311.6925,5.90069561045814
1231,SVN,2010,19.778,1.694,458.749,939.79,,,17748.7000699427,21282400000.0,7.24915986557849
1232,SVN,2011,19.556,1.669,464.769,954.1,,,17866.536227634,21321299140.2197,8.21279725422898
1233,SVN,2012,20.135,1.755,489.476,1006.93,,,17361.7307338504,20399187209.7409,8.88011840157894
1234,SVN,2013,20.096,1.756,501.439,1032.94,,,17159.8437039795,19956185627.8811,10.1190476190478
1235,SVN,2014,18.543,1.576,463.397,955.52,,,17615.5850945776,20244837063.3952,9.72427375676985
1236,SVN,2015,18.252,1.555,470.778,971.46,,,17991.8319612582,20713122767.9239,9.00074386312918
1237,SVN,2016,18.27,1.549,500.273,1033.08,,,18554.0999867773,21728335657.0281,8.01708972103553
1238,SVN,2017,18.395,1.506,521.07,1076.73,,,19436.3852907733,22449916616.7064,6.59849038227397
1239,SVN,2018,17.958,1.486,546.854,1134.12,,,20242.0193092904,23453237738.3557,5.12820512820493
1240,SVN,2019,17.365,1.476,559.466,1168.38,,,20783.970545913,24438380942.7083,4.44822557121996
1241,SVN,2020,17.259,1.628,599.589,1260.59,,,19772.0652244626,25572312913.3801,5.00121388686551
1242,SVN,2021,16.582,1.572,644.19,1358.0,,,21348.9567923785,26602559985.0621,4.75490196078429
1243,SWE,1970,7.666,0.416,20.855,167.73,,,,,
1244,SWE,1971,7.768,0.455,23.808,192.81,,,248790.192665096,931496381251.073,3.40752315004201
1245,SWE,1972,8.49,0.506,28.143,228.59,,,253732.365056739,946147195409.26,3.59996041404007
1246,SWE,1973,9.326,0.554,33.528,272.79,,,263314.119486497,986716760576.301,3.29398213841904
1247,SWE,1974,8.995,0.555,37.792,308.38,,,270936.296257429,1045836062716.72,2.65016063309062
1248,SWE,1975,8.56,0.552,42.964,351.98,,,276801.482429532,1077731804526.99,2.17542589027145
1249,SWE,1976,8.118,0.547,45.505,374.16,,,278709.66709701,1105420166023.57,2.13030951278967
1250,SWE,1977,7.701,0.576,49.96,412.25,,,273296.788898987,1128068997983.19,2.44117009503357
1251,SWE,1978,7.507,0.565,52.146,431.54,,,277277.186673331,1127443243939.93,3.0139606309656
1252,SWE,1979,7.381,0.548,57.024,472.94,,,287265.058979688,1142530980044.43,2.80181606090309
1253,SWE,1980,6.974,0.539,62.649,520.65,,,291585.982789683,1173338472471.93,2.69043328376454
1254,SWE,1981,7.019,0.549,67.801,564.14,,,292560.146679758,1132939537682.28,3.34244426881682
1255,SWE,1982,7.298,0.578,74.714,622.01,,,296035.336037923,1108223730008.73,4.24880161796454
1256,SWE,1983,7.393,0.579,78.556,654.3,,,301517.025121037,1105383106972.84,4.65736973288109
1257,SWE,1984,7.157,0.547,80.359,669.92,,,313968.227661928,1115466500978.76,4.18211700772266
1258,SWE,1985,7.671,0.556,85.978,717.95,,,320251.741820652,1138013719633.62,3.68672538452004
1259,SWE,1986,7.933,0.557,91.642,767.03,,,328084.919065956,1179532983356.11,3.4112041070118
1260,SWE,1987,8.143,0.578,100.65,845.24,,0.415294020283325,337957.808309907,1200503961267.55,2.74394006184778
1261,SWE,1988,7.585,0.532,98.83,833.78,4.85180211794179,0.435443264355117,345044.989879174,1198200500310.23,2.2596031618443
1262,SWE,1989,8.6,0.608,121.532,1032.17,6.35198963932762,0.463102575392104,351828.051548646,1233106817512.59,1.96808078291088
1263,SWE,1990,8.628,0.617,128.534,1100.1,9.86423860733185,0.50878411842548,351749.724764232,1273198093506.93,2.1664183647307
1264,SWE,1991,9.154,0.654,135.518,1167.81,9.39701210031769,0.556594623598417,345378.307800187,1355833458097.06,3.8373354771189
1265,SWE,1992,10.108,0.75,155.381,1346.85,2.04163602770782,0.567958259962087,339368.217766687,1401771012895.94,6.78250461379977
1266,SWE,1993,11.203,0.858,170.571,1487.13,5.02437399703296,0.596494607089623,330425.527034157,1374366795864.39,10.9865654916605
1267,SWE,1994,12.355,0.9,187.679,1647.96,2.35884957793255,0.610565017611347,340506.451649641,1371337808561.79,11.4040396148031
1268,SWE,1995,12.929,0.931,206.178,1819.92,2.64867087644975,0.626736875414609,352806.421280404,1378299460637.62,10.7130378707342
1269,SWE,1996,14.254,1.055,241.058,2131.19,1.2742488681576,0.634723062955906,357842.89107567,1368586359966.11,11.6592633804681
1270,SWE,1997,13.028,0.94,222.756,1970.51,1.76811327195774,0.645945685672206,369319.587162705,1360899588444.17,11.9264807724775
1271,SWE,1998,14.286,1.042,258.376,2286.88,0.921143709067744,0.65189577371977,384703.988249915,1389622678455.57,9.93042528721358
1272,SWE,1999,14.635,1.072,286.758,2540.07,1.36382821567989,0.660786512218585,399768.568170785,1437759202983.97,8.38840507903381
1273,SWE,2000,14.511,1.063,318.668,2827.26,1.03890696161351,0.667651469295427,418791.49243133,1511733177444.76,6.90820344535785
1274,SWE,2001,14.856,1.174,356.468,3171.13,2.45774542682167,0.684060642749143,424229.878597122,1605969450064.98,5.9732406956547
1275,SWE,2002,14.962,1.228,394.618,3521.95,2.20169740361603,0.69912158815971,432250.196078431,1655897688731.89,6.08959976840125
1276,SWE,2003,14.457,1.202,386.867,3465.64,2.48289229649086,0.716480024215232,441140.630930321,1669762580221.55,6.7048579450233
1277,SWE,2004,14.358,1.167,398.142,3580.7,1.10168108372743,0.724373349110697,456225.60738311,1692302684646.45,7.5132297903856
1278,SWE,2005,14.169,1.155,398.239,3595.93,1.10961811474138,0.732411127010788,467369.761672721,1744614104614.21,7.91697297759139
1279,SWE,2006,14.186,1.142,427.008,3877.45,1.40784221648275,0.742722320055063,487539.211064759,1836428916301.63,7.17459747600871
1280,SWE,2007,13.889,1.111,448.046,4098.77,1.48646896475098,0.75376265683696,501176.85742557,1944812482098.52,6.23235105590493
